mz	time	VT_120305_122	VT_120229_074	VT_120302_068	VT_120307_026	VT_120218_092	VT_120218_020	VT_120305_074	VT_120229_020	VT_120305_086	VT_120306_032	VT_120306_110	VT_120307_098	VT_120222_116	VT_120217_020	VT_120229_122	VT_120302_020	VT_120301_020	VT_120217_110	VT_120229_128	VT_120301_056	VT_120306_020	VT_120306_086	VT_120218_104	VT_120229_068	VT_120218_014	VT_120218_044	VT_120218_110	VT_120218_122	VT_120302_098	VT_120305_080	VT_120217_068	VT_120306_014	VT_120305_026	VT_120305_032	VT_120217_014	VT_120217_104	VT_120302_044	VT_120222_080	VT_120222_098	VT_120218_098	VT_120306_026	VT_120217_026	VT_120222_008	VT_120217_044	VT_120306_008	VT_120301_050	VT_120307_056	VT_120217_086	VT_120305_008	VT_120229_044
1203.274321	482	36686	62391	15667	49365	38770	34838	49739	 	 	56019	31898	61986	24837	 	69428	41942	 	135769	 	126674	54046	74396	121327	69021	 	29564	88861	39650	 	51287	76714	26915	 	37640	 	64535	35881	146656	 	53978	24290	23255	 	 	 	61947	62357	6908	 	92827
1203.73182	45	145406	299064	243350	314251	373542	275116	186019	274334	202064	308885	204143	158445	306414	174094	173427	287633	413944	261443	377424	242695	303254	263753	384684	230987	239531	329253	251360	259780	256450	198366	351117	472565	307607	203064	373755	379501	328357	225734	213190	227172	307736	118148	344050	227676	220406	284871	207914	368454	197151	301395
1204.702897	48	558232	311269	448331	468775	294622	353640	283102	379409	437744	386846	693730	454052	361617	395314	355157	248775	342864	361016	341206	437299	369345	497420	588673	353770	426870	366392	625093	396751	438616	580680	391827	184659	356450	364375	383983	379844	368396	423687	436299	632782	543686	313102	296424	549077	513320	326259	309723	496148	529079	438836
1207.710408	48	124516	91259	129599	168031	169757	430955	222961	129111	172275	130131	219818	164586	295327	248329	149490	348667	232327	180704	185750	252536	374083	213698	218836	130593	214535	141530	157622	168138	297416	161251	166535	47562	186201	108228	169746	169485	151152	157653	173863	234288	84843	217867	 	246208	269862	127618	309595	226597	440362	331454
1209.742874	409	6957	223511	156532	364421	141584	185763	184909	214495	269967	133254	150318	134258	92990	208357	129105	294115	105416	214229	160826	210106	202485	448811	289872	66946	159982	126739	77126	296246	211829	218917	262620	186415	61020	138086	172822	53223	100043	311399	155112	165089	177649	174947	 	58926	178471	234102	384602	99402	 	171009
1210.243838	402	164710	273956	232084	316467	312530	207055	165550	186911	252734	296665	84641	109566	233316	180479	132074	143826	134242	198337	94914	233539	269085	163351	152383	133715	178981	213316	90973	75530	135645	199004	204302	208783	30845	145236	231579	157100	161894	281853	200723	218525	214371	154274	 	148517	110684	267951	125803	162305	26649	114284
1210.721236	49	1537606	1100807	1755899	1712569	1474710	1305249	1690130	1522127	1967307	1900443	2083790	1301579	1377212	1772486	1749906	2251615	1747693	1440051	1181741	1705240	1550673	1677894	1748288	1975353	1558368	1973949	1750142	2000185	1846557	1515333	1825165	1789597	1956001	1719321	2004198	1696395	1438995	1662409	1888309	1951139	1860088	1716774	823121	1657965	1624368	1401201	1674181	1943042	1823228	1851774
1210.745113	405	233848	319845	215042	116984	327435	175579	197574	202981	187609	279281	131418	137039	221147	180935	71323	194387	168549	236662	148711	269496	244129	130085	243487	168660	189311	287542	225517	 	160941	193795	329408	240712	178601	145043	297153	197185	210303	310541	169100	223933	334512	154409	 	74234	 	233314	268784	166386	 	238848
1211.2467	408	130237	238537	229394	253640	188260	154556	199799	108263	116567	170877	147280	139859	129845	161609	132231	164635	216069	252636	35060	203501	362920	302438	214164	185319	137101	190586	198518	77256	192840	164970	249829	245802	33364	72705	259152	348484	210977	316094	71689	191158	344876	189331	 	93213	 	181598	244245	146461	192023	358420
1211.716722	49	356596	413759	519735	327838	340481	526402	523802	464663	477832	372209	867064	218702	 	455238	456350	656065	546455	363965	280458	493741	405835	415991	566617	680236	683658	475387	380381	443341	546443	466472	565336	573645	679778	482010	558382	458299	452958	692988	573840	480225	522475	603735	221538	395497	502533	524838	448791	469996	480908	483184
1211.756567	424	185381	303234	 	 	186461	217156	 	68754	 	101815	101344	226886	204023	148688	134206	 	56151	170034	257004	195201	323645	182519	175223	176507	130350	279413	33444	43463	48025	268495	362939	 	 	 	157286	187705	236963	296588	170106	158063	 	194103	 	118155	211471	248946	67791	102883	57917	198923
1211.852203	419	 	154996	200835	175526	163356	148130	253742	303555	 	 	196013	125960	171772	125770	318101	227223	232407	215485	152955	149924	 	 	 	149572	154173	93163	80088	154382	178694	 	209870	76972	59778	 	319191	139629	184969	229752	150143	226452	 	175092	 	128254	124277	137245	317175	265871	 	179602
1212.258783	428	71275	168845	188254	 	232304	154962	151432	216175	362720	366305	127742	141318	202797	125616	 	181998	182096	254849	154805	158431	70673	284232	200580	99291	102250	216508	90443	151816	52298	290657	168547	88222	126833	126022	187007	197222	219300	231884	254586	179661	92314	231060	23583	147253	 	258540	248553	110459	21583	230436
1212.713437	49	332421	296164	394622	390508	328465	606854	365896	444566	439703	346459	685796	262580	 	389999	335253	523686	288960	332869	419781	496956	372825	361522	456142	494100	385498	584184	398447	506295	426997	454812	437297	454711	488333	430343	537131	375362	339412	470577	378003	452805	365661	424154	499604	367828	303845	669579	362770	464973	539809	454087
1212.76131	494	55316	67677	66575	60721	45594	49748	49604	62395	26728	31751	7783	25627	36369	 	43987	93111	28505	 	29929	35136	98148	59693	48709	65267	71847	66152	83267	100082	56732	68322	 	67542	17532	55565	35669	35747	51632	 	41860	23768	68378	 	 	48931	1643	29077	79970	31199	16455	52174
1212.849085	422	 	92285	144582	76467	55170	408224	226356	171993	 	72343	 	71209	176738	76265	170203	201597	65611	193629	71135	64243	167005	 	33727	232575	246136	115377	57276	78359	142664	 	108716	42043	 	75854	154456	 	94563	260610	82042	183954	74029	262470	 	 	124058	52533	334085	121778	21027	134630
1213.767304	487	170128	97502	111686	74628	61603	52728	161647	66118	129332	66764	95669	68241	75535	119774	167953	99626	98690	100397	48724	110741	120165	61126	146454	118691	95493	112537	110397	117003	65198	40931	64176	90306	33469	81434	56858	87655	126360	164251	122235	81486	172928	89919	 	 	39711	133290	109237	56886	53342	80759
1213.895138	270	93602	207893	127376	912393	253887	189490	46874	 	53515	81704	904350	 	525324	125733	71887	 	189136	209554	307971	88549	334499	238014	840341	153853	137416	121442	147099	110323	264397	52724	5487	 	 	 	294675	78622	279766	347924	 	249266	134307	 	932931	415582	458676	107363	 	370984	 	41662
1214.038976	270	 	49475	234617	353131	357419	197401	61137	267592	 	313540	952692	 	388303	194528	67269	204886	135123	113710	252866	101953	734127	250447	829490	374378	370477	44845	299842	291406	182522	36479	355137	152218	 	 	 	228875	182888	198871	 	300683	 	 	711721	685640	228379	101055	240637	790336	306464	230751
1214.18284	267	217752	194498	100801	703356	514138	474446	284909	122180	 	312513	1024368	 	365549	50234	250920	90826	203691	91357	660442	84917	578632	 	604349	258752	562253	242417	183138	337245	477168	513713	344034	1165495	 	 	 	23682	221070	53084	 	146242	 	 	1409607	1302208	534037	92291	85387	636249	669298	 
1214.27077	491	61679	105685	41887	126716	129864	87923	60286	56060	76820	54557	31063	67548	38328	53945	109650	66024	70973	131227	66901	10143	101361	56203	126926	78390	 	47206	35511	44535	30779	48587	48349	29915	24371	28679	102503	38874	61306	183103	116548	61069	85775	33977	26193	 	34203	34335	97794	25669	30663	68738
1214.32673	268	75669	85510	218200	477676	568011	315784	17424	295949	26687	349016	1291615	48702	615379	247063	149504	140410	162070	190704	975878	123794	769850	180672	1440912	410991	375246	318016	363275	464227	226046	186209	144265	544893	 	13914	 	245318	212371	10420	 	455745	 	 	845967	1039844	455448	116575	45232	605705	284172	133164
1214.470645	268	 	43424	129505	 	533817	260119	341472	352347	332723	524516	939622	175837	981203	78883	187123	116374	199779	82926	1085356	101908	891633	100836	1152439	529772	156037	449781	490384	595079	421339	95572	158684	378113	25496	363921	197516	221340	264547	 	 	106374	 	 	857705	1074069	379721	89256	1829	139672	514167	101706
1214.614585	268	106417	120050	 	572382	275463	408996	54143	244516	 	343495	1027509	 	558613	302854	63979	45118	177733	156704	578623	101307	526502	31662	862079	276545	298296	265125	575182	331539	585266	89058	422723	707768	 	 	 	276986	431276	302892	 	401188	325663	 	667833	516475	585191	113149	 	27547	423776	43021
1214.758551	270	49573	270226	208028	265430	279129	383078	127248	418151	27964	344406	1379712	111387	564683	286271	112380	447870	163246	489804	402648	126809	540181	650411	1234814	281808	359988	164617	126596	169136	293175	 	297982	331203	 	56016	 	187223	221833	153348	 	459944	194428	109507	551065	718907	158955	136134	192770	441858	434681	 
1214.902543	271	134471	69230	143386	 	328750	850999	199404	321016	310172	248260	 	16749	465038	 	204258	 	109957	 	557579	78756	165068	 	734356	249777	 	74294	317641	237300	152217	20078	33140	342561	 	 	 	63536	254947	164760	 	488016	 	257963	377668	665877	271304	75653	 	437799	 	251523
1217.739599	44	250524	72869	277552	202807	167527	322095	52928	199724	238077	173847	408788	79377	151791	302473	305747	224670	361938	216680	117869	147029	126443	220982	263936	320443	195251	353448	184503	281812	149195	121815	286595	281752	418211	234363	312431	174686	189153	187407	311035	273558	262715	144990	 	346925	198189	337742	175645	366327	171976	270710
1217.900181	269	 	13920	252618	290116	231822	114955	75357	181115	100777	 	 	33091	331141	 	207653	 	107627	90543	394040	87654	538872	38174	545432	143385	158622	328685	 	214328	300697	108395	204537	 	 	 	33334	174523	355562	286887	4070	29321	 	 	675724	735435	32419	97701	177414	 	275508	63316
1218.044731	270	76275	153989	281964	205971	813356	417232	92654	 	121413	403685	501482	 	317452	135662	181674	385734	164817	258277	344880	116588	197432	 	652247	349992	 	94622	71674	211199	147672	66529	237453	118869	 	109204	265015	287720	340966	162970	 	106834	 	24737	 	557332	 	125399	 	181190	 	13685
1218.325876	270	198592	98277	280399	12418	534711	404888	67884	193830	51865	425591	1592302	 	475400	220639	66524	19203	212737	87030	533613	100118	614350	27095	780417	301677	152093	218792	196781	166545	390816	138894	226777	357361	 	 	118821	212487	324438	 	 	148195	55932	 	375716	373107	494141	105306	362970	548493	 	 
1218.470502	271	97737	230087	312318	624762	274193	211126	86713	116668	 	231132	1388338	 	233535	348030	92037	123942	153623	 	415849	118546	419799	222691	778381	197606	2027	189350	105789	172800	230882	84013	71466	313220	109002	 	312793	212987	231899	187874	 	182710	52845	 	 	578891	 	145510	146696	435409	202558	1843
1218.703566	49	290302	 	344081	356857	234418	674235	355729	333085	291209	223881	651652	265291	 	437862	209359	408615	265154	275375	 	518385	354123	343168	421517	378416	414998	441859	332553	356171	443639	323546	365996	370527	383672	297053	588496	308938	346592	259761	285984	379792	417424	323656	 	257912	327591	416410	304414	326429	443657	314100
1219.612348	270	 	193357	186064	995594	58792	262064	48035	93752	 	194221	886621	 	351858	305941	40205	 	131056	151601	186322	109436	466390	 	551975	226771	175861	216655	688436	73290	192049	63329	100851	 	 	7257	241586	49885	272039	145536	 	181018	 	 	 	731546	560504	95023	 	342121	 	 
1219.708915	49	274360	493111	318526	260851	136760	152723	249730	309952	149066	275201	450571	226806	 	251110	167437	203302	195150	254343	220728	203038	211432	287818	157216	212387	198313	333105	367474	401944	279545	421154	152597	314839	315781	233519	336119	218910	303861	224003	265784	395939	316191	333092	 	216243	248293	204577	295897	448650	81514	178739
1220.675222	48	276585	454773	121048	236236	83504	 	100714	98128	69752	125081	339009	320048	222408	82538	81302	 	203304	260517	88843	61047	175270	318906	404454	122606	155088	109889	195319	181001	342670	176934	89405	81831	334508	368552	250746	205359	291070	195354	164513	92297	 	320051	 	217152	115600	127813	172277	119872	209719	164995
1220.747741	45	181312	206564	221688	 	380777	543255	89729	341308	225367	 	412051	 	202639	244392	386476	370796	259925	78886	517076	307846	299360	 	157059	544099	362405	256498	 	179838	163486	502300	316741	262811	237536	268988	256348	134040	137638	95656	246102	248221	331175	527058	152054	151825	181478	317785	126987	336345	299969	208822
1221.47329	272	122919	50008	32753	205592	482804	253072	177980	358525	126959	253082	585167	 	327355	174019	61819	333373	187991	137473	429802	134957	353453	76890	504952	105340	237197	183926	166117	108117	295854	146481	201196	 	74923	36138	133850	101731	345750	153467	 	335661	450562	41996	839530	313050	353117	171362	237380	410123	 	11040
1221.618477	272	139696	237011	159071	380183	284737	454028	170506	210634	152249	580719	724646	54383	440987	325203	196964	131097	263261	292845	415380	209647	579212	18227	847001	186482	271616	371442	351502	212977	339575	197993	314016	396033	118141	100729	191372	253721	430348	207572	26784	362588	106263	13327	851240	637240	546556	231256	66759	425726	273178	117758
1221.755622	270	255300	295627	197061	598456	431825	416133	220609	343144	177685	586146	478932	 	368980	208689	207753	439973	231324	237431	465271	197723	671383	128525	905644	241535	413526	614862	326670	253655	404539	266674	200898	333274	82133	120314	204362	304872	436927	182808	34302	239877	265340	112120	976439	447367	426172	241789	267975	389391	221406	110092
1221.90086	268	284225	357571	211003	704511	676155	594595	248386	344173	208063	376432	792900	1381	464991	88862	242866	289964	253838	488202	528402	232972	1141225	93027	1133444	233513	536250	481813	259469	364216	706309	326539	613999	235207	45861	70010	307599	323895	352392	257362	27981	239775	210565	119451	1453879	707378	462420	194754	133813	397404	285569	285299
1222.046123	271	226267	366307	265718	511945	302790	540951	263162	364422	117429	557726	1072564	151680	387984	279868	178006	273717	340750	199190	467113	198025	497346	103632	752616	371733	675123	194500	150519	165735	621903	258679	466296	436864	90435	188239	174304	451180	718423	229190	14507	224759	433494	122986	693779	734997	575631	226485	167900	467786	254983	45314
1222.18334	268	234538	303389	41042	1019789	498989	293841	255178	385514	225432	493977	882662	16768	642036	140212	231165	354750	260112	236569	599883	174620	654510	176118	622860	278710	673990	439326	115748	194615	645129	198383	291999	596783	66650	142881	 	347022	478040	129785	 	233253	320950	72839	800109	528596	479310	217186	333951	130580	184062	182000
1222.328654	270	221955	660283	 	689250	585390	378310	299482	417045	128829	430986	644485	73038	492604	210399	201923	270036	292247	267711	428033	199092	796221	49248	926715	468796	472278	389091	317325	229437	336201	264569	118677	161974	23147	78224	88932	305787	508254	324535	 	540460	196302	148542	669424	1007879	445204	221361	193155	323573	281713	284568
1222.473994	271	87344	265477	209174	559881	568901	619246	111330	499496	107140	542417	956359	 	663597	187074	237121	424959	248375	228542	511023	181204	829797	89898	1238338	393374	379166	294400	257111	198098	408036	193189	338403	260315	 	59975	97999	221726	580778	207912	25167	475917	513112	5997	921295	792639	336244	215646	268189	96966	575366	160571
1222.61936	272	191643	212240	261065	 	265433	439015	171486	308665	136181	239824	982538	 	561965	129674	83275	63466	214951	297602	335786	148247	504063	458133	686511	154329	373355	516917	206587	259780	316242	222783	232386	202895	129971	142110	71087	299552	152759	168394	 	409954	290945	49633	795770	654845	256942	172497	156650	376150	152437	94139
1222.756673	273	142337	154301	364764	671935	597204	568784	180052	477531	81553	622294	385905	120068	304238	157802	138201	251567	222893	 	307238	157085	482116	 	702754	261587	260455	403573	264318	100156	233667	170202	185623	630873	213940	30267	346431	269985	437144	156233	 	391920	394582	108895	901691	595902	270067	146689	74762	554349	147557	245884
1222.90209	421	416184	312836	193803	206059	486234	155485	55388	312628	293259	308615	194719	187178	289958	156694	98052	186480	144179	211752	270709	296739	296026	179669	386124	211746	210731	363827	267300	202924	312995	192378	246271	252092	137868	159836	224894	268907	302113	265798	373721	177463	228286	159038	 	217346	154431	232407	309065	184835	259795	204185
1223.904551	256	42269	 	169017	607504	717234	318847	36839	146600	 	476599	2441257	93641	818242	47344	11859	456639	123893	 	432261	31715	642007	390537	1092643	183225	33379	26005	461663	42956	570091	 	 	438989	 	 	133839	3785	493672	52444	 	259447	121673	118121	2224399	3023248	629701	57415	139454	553007	105846	 
1224.050172	263	66625	96254	1128038	1086861	1251087	1011415	21325	407926	 	1037270	448496	327091	4981086	85991	143695	 	393702	24652	1999321	141787	1540227	341072	3463554	605197	300448	813993	489627	577839	1274603	146482	2685	1039032	 	 	 	232218	1292808	131491	 	879644	326956	 	2167886	9818808	786148	229212	533362	1293488	389055	 
1224.187726	264	 	150591	3206639	1875576	2295399	1417419	 	911560	 	2117198	7642368	864093	7669441	689806	199832	 	1405364	240405	5778966	 	3598889	727076	9730390	1684458	1426380	1545141	807422	1638171	3492992	 	328606	1220865	 	 	 	780910	3845470	652039	 	1909468	885049	 	3868432	17264983	1187143	97946	1465127	4472204	151323	 
1224.333398	264	 	355616	5460122	3162365	3433982	2702555	 	1478201	 	2293450	8959601	1691238	16276343	603789	249822	 	5300758	 	8960795	 	5188398	1143868	15713802	2678916	2236220	2512489	1293000	2371165	5659402	275054	439577	2417004	 	 	 	2385826	6059310	753622	 	3486654	2364356	 	4801504	63967540	1771625	71662	2484442	 	416630	 
1224.479096	262	489649	 	6182830	3215466	4573470	3388628	 	820293	 	3395407	9511542	1512596	22182219	2313258	 	81099	1122074	2517489	9385354	267252	6275608	1390538	9806782	1967186	3213927	3176945	1716983	3065407	5760230	569151	1603765	2172916	 	 	 	2733854	5932179	1238710	 	3988221	1767888	 	6400132	 	2585969	763048	2184025	9262603	1036208	 
1224.616723	263	 	564267	7326321	3796898	4980850	3197946	 	1921715	 	4366271	17580010	1956534	18708978	1922627	408152	 	2538499	1320579	12429140	 	7635524	1611935	21120131	3768581	3130770	3229371	1813728	3436900	7967687	 	2025832	2312801	 	 	 	2742108	8202525	1618606	 	4696668	1915108	 	9808572	20384538	2577998	163585	2862914	9970920	342806	 
1224.762471	264	 	417090	5884149	1995788	4274362	2657693	 	1884898	 	2811402	15644979	1583739	19867151	3931736	 	 	2364257	1231836	10321761	 	6628951	1378062	18226281	3255579	2332560	2733394	1410996	2578131	6535930	 	1319600	2200738	 	 	 	2852079	6987246	1296170	 	3698922	1973107	 	6949093	33319196	2707970	25311	2504336	9394028	2224416	 
1224.900146	263	 	851482	4702181	2673848	3070789	2451073	 	1334985	 	2991676	11558274	1178420	13693901	853315	787935	 	2071172	106343	6878801	 	5507463	1080727	9313036	2600872	2635332	2456601	1599257	2303187	5080259	 	507959	1670494	 	 	 	1174340	5513393	789854	 	3153315	1178251	 	1872296	27920062	1894806	73231	1877133	7792647	124198	 
1225.045944	264	 	309350	3225563	1794932	2198859	1462700	 	919618	 	1962038	8086858	830308	10417728	279201	186844	 	3212459	147406	4547922	 	3746594	674839	9184747	1727630	1298804	1577963	855593	1546224	3438122	 	315821	1070894	 	 	 	675014	3469144	847947	 	2001531	942463	 	4633013	16310111	1091910	51936	1376970	4683246	210560	 
1225.191769	263	 	7847	2146374	1496146	1367987	978268	 	299446	 	727896	4982971	402471	6997080	 	61975	135283	2203329	 	2663245	7794	2194055	290677	5882170	778564	771372	973917	656899	925159	2232568	 	71846	848814	 	 	 	483360	1163790	85572	 	1270762	817922	 	3359808	17082716	1257399	157035	729207	 	381692	 
1225.33762	264	85849	91496	329281	870418	858844	466771	45957	306514	 	814577	2488717	71611	3247904	173014	103564	341081	104087	70826	1295999	136388	1464320	148943	2000748	374674	742893	583572	466759	498971	1220597	91146	114406	660750	 	 	 	206525	1232838	219513	 	817394	264750	 	885312	8436416	724757	216251	329116	1934003	123043	 
1225.475392	258	 	111558	541741	481635	337127	275861	 	140742	 	524178	1549965	 	2128701	202534	36572	 	237564	68467	790622	28827	680496	140289	1780526	268517	170637	209373	66254	281855	505832	 	107472	582010	 	 	197775	133117	601221	173904	 	385266	22289	16961	1331190	 	137591	60628	348052	781121	74387	 
1225.621293	268	146535	200206	294815	512568	307876	314544	98715	364737	26698	307708	1063539	 	1413226	126203	72853	297451	192030	187922	265425	100584	559968	 	901759	318319	43079	366454	385036	107602	319825	27301	331633	287687	 	 	510986	295755	263192	210836	 	279603	100782	 	 	985334	 	145236	301354	1144456	234073	 
1225.726683	48	78014	357570	185180	301732	167408	171073	253017	240227	193535	105902	332429	17895	 	225872	90828	179472	196650	 	130816	487042	159618	35893	247859	134918	208835	119127	250007	125929	146339	194393	200261	117197	54363	168173	261456	81193	162487	175566	216073	116867	124643	162806	 	 	111734	147511	136094	203369	158521	297433
1225.86452	441	410376	349226	448155	312558	245647	536516	270438	479485	428548	 	389184	271228	417379	246503	366002	325605	349014	219367	322143	415645	572042	 	638199	205762	298565	258301	427693	306688	359340	378131	347921	387443	118399	560059	627187	314573	319671	82379	489938	420387	219120	390085	 	381039	458649	491946	382074	276763	222253	163158
1226.692034	49	889034	488249	1052135	1107752	460744	446636	1201580	867676	866038	1074231	1345143	1097785	612511	848930	724133	831062	811177	981462	435426	921927	833451	1387458	878859	1087320	880378	1371060	1291182	850384	1516387	883927	882704	1139669	1160006	765151	1220923	1187565	1007441	1015792	1259271	923435	875150	1404020	204869	1109894	828395	574272	1100247	954116	746377	1171339
1226.870627	362	45086	77030	32908	95939	63793	40861	78429	81987	5707	178465	30247	22375	50878	39576	137491	89920	44746	65942	23131	57785	88807	 	50031	21719	52723	54612	44229	163999	46510	68866	75501	101258	 	55416	153402	33565	46289	98551	56657	94778	 	69661	 	 	34641	86796	151129	52742	 	23297
1227.049259	266	55919	29712	139536	337223	134038	 	 	291020	65984	355408	433286	32260	243383	536950	 	 	160421	187417	118105	 	283347	 	613273	179705	83416	88097	 	67892	331456	 	348433	 	 	12504	224095	46812	391680	6220	137141	156118	182605	 	1089876	409998	394158	104041	451148	635593	186259	 
1227.195442	268	138895	163832	210041	265157	314236	498503	154844	324575	115607	409822	79890	137108	253522	135029	 	103201	199432	134618	169591	113248	229519	199124	708243	419392	 	301032	 	234434	226052	 	479925	481129	93017	107110	472442	202907	123591	51736	 	96978	151848	307018	952693	450528	125609	112904	147318	817348	346062	46079
1227.333527	269	88156	97853	 	 	264376	310165	 	87027	25588	120095	946698	27846	326424	247473	64495	200154	199552	374933	204190	70100	717896	176284	540759	248103	255631	11658	84121	32081	311853	304	368628	354398	 	 	24122	69215	389248	71766	 	 	 	55115	951812	512526	34499	105225	238407	300086	56247	 
1227.691033	49	301145	274971	366111	514248	339428	326756	390410	253296	229878	334047	692781	369312	244255	298989	340068	316796	230444	227571	158162	360414	202936	426404	254135	231720	332517	372925	314647	176048	423141	209262	292684	291070	469164	208175	439963	304300	313945	270829	337732	260077	263927	434466	329534	407606	231734	292035	270934	282233	309736	276638
1227.877973	441	242260	47561	293419	219794	288384	137494	165968	371922	191007	290831	146393	209709	313111	340330	141241	191770	537876	314616	667323	162445	272605	169804	222809	157997	244032	 	326244	98660	185851	330174	485430	603978	 	129408	301463	95938	182776	165734	141809	315650	167427	292680	75185	259747	303595	16315	235629	132697	155522	129465
1229.236602	44	67697	161311	169396	87688	230677	212892	265519	341494	233002	193730	151401	133227	252142	292006	243794	276976	172851	214876	343140	200795	473162	116731	313994	236509	391332	125567	214538	290691	161696	418917	260712	255088	118186	173173	390657	29848	116047	208534	98190	270878	233079	10508	2682	237398	167198	243520	111768	251215	135403	191726
1229.89639	270	88742	 	102624	 	66117	351929	136158	173874	86087	 	594751	123337	262993	203984	 	87454	167369	 	351737	60937	437471	113900	513945	75094	 	260069	113347	 	391947	29919	148420	558540	 	 	591795	 	310874	234160	 	488412	 	 	1517293	538748	195872	83264	97129	356838	 	 
1232.034161	271	163401	176319	150477	 	256638	160592	73117	247544	 	 	244763	 	76953	 	4090	45034	150013	102657	109659	80968	400176	97111	544999	229431	214207	612493	 	 	104418	 	141472	 	 	 	14736	57902	104709	173433	 	158933	 	 	269835	205600	217995	76743	30750	431405	238782	343465
1232.181235	275	86942	92707	297475	505649	383469	88822	110552	119996	151763	395702	161533	 	312322	246264	 	112472	145132	78931	284720	107218	271765	433261	1001764	207938	357541	188810	322130	 	340263	247175	70301	428323	 	 	391401	203136	492890	202555	35338	91011	707643	9112	1154345	615233	615185	130634	 	164205	179452	 
1232.320163	271	178269	97705	95588	423802	473347	141018	27731	227287	8219	436944	881625	342588	329462	107420	 	177008	207350	201516	250994	100094	109349	 	749912	204383	376203	 	56606	78881	292874	66077	278561	 	 	197897	569299	179358	100181	113782	 	 	237781	84330	941466	415873	132305	119981	12637	505297	311507	190702
1232.467289	271	186221	 	394158	127181	 	222713	2006	294944	38631	 	392518	39926	552759	276817	33471	111352	159932	278355	413711	104530	459319	 	822154	264083	81731	103646	401883	118413	149122	163895	317899	 	 	 	79810	94942	246920	81585	34267	311050	392164	11596	1027666	364911	 	119942	146307	635762	207139	600477
1232.606265	269	40468	158823	223795	 	378066	23658	50089	 	24632	 	1096907	 	562305	270936	127924	 	158458	171543	405160	66327	427499	 	528980	51427	69680	21954	56120	15450	294600	40930	27556	247786	 	19720	 	77305	283477	117886	 	200647	11501	 	636856	649727	 	82803	 	469381	142848	 
1233.71892	48	299814	232680	281627	153044	331392	306135	271937	354319	354233	151705	276434	121875	193612	214072	443481	369001	383351	273829	205593	219525	413237	478595	275502	207716	174141	124904	224508	453675	167483	417317	225344	125426	348555	82767	212763	197358	213356	209209	199892	222150	251456	256635	 	269539	248240	173353	318314	448292	263484	181626
1234.71832	48	436965	515229	242699	 	137503	165044	 	157360	243059	 	549524	 	249254	192096	186676	239975	258846	126364	158448	256565	171289	 	285630	143867	215146	 	 	164190	 	251636	254750	249944	 	212955	222637	256340	223042	243611	225657	456845	126577	 	 	359754	621885	99999	329971	299478	294078	193107
1235.850254	395	349891	260339	135183	514109	321566	254987	223839	451785	186376	145060	133551	104633	117397	432017	241837	238786	65462	207100	10715	255210	285905	169324	208050	161486	216492	394219	138766	251845	109177	198642	292373	307710	78802	190073	428193	205963	184818	240162	280176	219012	143301	208375	 	242272	150495	205168	196358	179965	137345	179449
1235.899504	265	 	181657	91997	336428	184503	891494	 	 	 	 	941548	161097	243553	460407	 	253438	353568	69081	248763	136102	 	 	1210026	241698	 	313883	189324	238240	429180	 	171596	455142	 	 	 	286775	209483	235354	 	 	15540	 	1092977	1572642	 	147993	233736	246869	139792	 
1236.186853	266	86157	485975	145162	391442	726220	314836	196433	197226	 	284785	412127	20940	312174	336440	91841	333191	171783	 	369454	94866	429894	9586	641136	251081	467089	266233	319904	314497	375544	 	172764	796465	 	 	68280	 	229934	46069	 	443130	429018	28973	1037270	899848	463	124399	76656	560131	 	126427
1236.326458	265	82289	325719	82696	228694	649443	252297	 	168373	 	 	600100	 	130738	158584	 	308645	188296	66016	297585	93635	1020631	 	806508	54366	416183	69242	566995	41972	361498	26636	79450	 	 	 	419789	120537	57127	136648	 	 	40857	5057	801138	1141774	768311	76095	605222	357576	284160	 
1236.720767	49	225993	407733	357615	251650	305738	498269	371545	309019	500697	186910	569190	295601	302120	594887	422956	531880	338939	315002	314237	472466	493027	189345	296492	408200	511281	350171	238233	447772	352385	409853	429267	585254	420063	420305	334618	518270	335722	448405	434308	433939	464938	208383	 	290571	379382	392331	369156	472012	378097	420196
1236.852245	391	154434	177816	81565	124856	154549	185810	139171	257398	80681	84439	119949	77183	142794	145491	140164	199782	44625	117885	15759	188373	111945	293220	138173	121993	113155	266822	82954	139262	114578	177029	151630	94892	69201	67431	175496	108845	143127	128934	229489	132475	60702	320044	 	225287	56136	125972	155182	127908	85276	141983
1237.723817	48	99705	405971	121886	237674	129170	253020	131898	123672	141779	85818	300454	145517	130777	111762	242892	220438	116479	107117	150115	255003	150070	227469	172877	151352	364174	198730	123297	109024	120991	150948	186509	180126	164428	149275	316327	49786	81583	78391	166200	129543	138318	275157	556994	333832	165959	174586	315105	292109	150156	142645
1237.863684	417	436786	222058	500180	335018	434757	320190	475611	318332	157009	309330	248916	309513	239174	345142	548148	307401	256138	261457	107615	253615	194741	264142	257694	297643	212219	454327	349135	445645	276374	276900	403820	196766	24340	207552	276358	279567	289620	375217	443998	329353	186392	212624	 	223349	70896	155040	545167	406678	212555	322992
1238.868125	433	539907	476224	445527	371312	378015	421032	543485	361578	188876	347026	263149	322148	427941	304728	400450	463356	370774	222891	277583	400609	459508	351470	249931	359074	248411	498090	495580	604129	280034	343547	510832	298840	134871	273161	438779	290698	348750	330309	601122	424288	331012	511919	 	439412	236861	329215	623029	448480	278953	384125
