Sample,CT22,CT23,CT24,CT48,CT5,CTH26,CTH28,CTH46,CTH47,CTH49
Label,Control,Control,Control,Control,Control,H1N1,H1N1,H1N1,H1N1,H1N1
291.1557461_176.498,2224633.156,222882.8,61534.89843,3942285.465,3572815.127,27115.2289,347879.471,587944.683,5135669.626,751291.333
291.155734_148.981,52523.31,86697.6721,1594159.378,23672.894,385716.232,561137.5972,66417.8494,4721986.32,9155483.884,933431.914
291.192095_181.035,1889.536,2567294.47,4171.19584,146749.8,324868.746,11368.76,1714517.12,1959579.658,2557244.173,3211247.648
291.1921172_156.658,37813.7652,1776438.113,54873.683,1236949.34,3255225.726,968452.764,623419.2874,1836285.97,4397724.3,1334619.653
291.90597_162.094,128926.692,3195647.843,89956635.39,18529.344,249166.93,189214.488,18536.8561,869682.1896,5151535.683,195333.63
292.0723406_124.278,3869682.39,7361197.519,591823.3,6412867.27,514215.76,1521681.47,569594.328,11728967.76,2969417.26,6883332.244
292.1623446_26.269,7238.591,782271.1759,1237351.627,198437.623,249182.94,639851.5226,679841.3592,141586.48,167359.45,23237.91
292.1623941_47.349,88387.9513,8259.265,192348.427,1235911.14,268654.32,15811.263,579873.4668,2431425.617,3112281.568,956456.7966
292.1624536_114.374,1725561.326,5768.7335,1126427.214,1918866.23,1615712.915,847834.6467,1233377.889,1694629.79,1193.187,129796.973
292.8444009_234.617,1151945.967,3217341.25,59877579.31,6422296.929,648438.446,567979.768,487589.2653,258558.99,321729.854,564234.443
293.0776506_241.385,429681.162,15534.335,288145.553,3981197.437,312492.238,2463123.62,1731851.248,2111422.62,2155158.21,2153227.133
293.0776541_201.764,447758.634,1942648.75,1461714.445,38735.362,5693174.896,252994.286,44196.27,4647267.85,5835326.243,2626124.829
293.0986107_174.03,199414.1114,564516.1156,21134.6984,165443.15,3561864.176,1573158.628,1153621.74,227921.219,352423.311,16797.467
293.1140319_201.969,434854.49,21123.63,2978396.652,3746447.338,7723849.672,297363.683,3821332.159,3853867.325,955524.548,3822614.329
293.1140088_241.068,293947.971,4199477.82,47876.981,5941732.114,245914.254,4818187.714,444283.67,695393.994,62222.324,888773.781
293.1349707_173.96,3746866.486,7369955.495,238589.861,242887.197,6989973.62,2761635.591,591631.124,89663.1,16842723.42,1338736.64
293.1349899_142.696,752739.5677,695467.642,3649469.595,152458.375,265455.229,1118625.844,771353.9517,8748293.85,11997992.94,1884634.324
293.1503611_241.903,777735.7299,29623.769,1327247.216,2126.639,2184114.412,146679.63,119599.341,192899.635,293199.458,2163291.166
293.1504037_201.735,2697933.365,1415796.657,191423.536,2175466.339,31916.79,1946236.982,2165231.992,2941413.935,46396.348,2561869.791
293.1712603_166.215,246633.617,659482.683,1699384.898,18649.74,11378549.79,279475.754,6681676.287,9857667.634,8754927.222,477376.878
294.0939629_186.599,233974.7146,42876.3642,1697928.644,376.3588,121575.564,141496.15,42363.7394,381514.5355,241416.794,714344.4167
294.938047_222.083,768789.437,98558.4289,6699713.349,9454.66,178254.834,16243652.51,569543.876,2841381.446,3757291.845,672634.596
294.9996561_173.773,9348.321729,46546.152,,8561883.446,839569.77,189713.9182,1571535.465,6778.817,1196654.23,4758967.176
295.0653992_127.906,265897.9913,215821.499,1755564.732,1478171.533,116328.796,119715.536,77749.1125,112127.818,621243.53,1434336.74
295.0758981_109.859,791939.2211,149474.527,151596.668,151687.33,22563.444,4218577.54,732476.5495,2752852.45,463967.345,79491.423
295.093389_241.42,326482.771,4543551.957,6365513.654,86827.627,141175.92,7323211.354,914421.141,4167323.16,13419255.9,15147163.73
295.0933809_202.719,5217499.999,5992242.116,5785397.612,894716.784,15285442.41,8413836.39,449457.899,52327.221,4915999.428,764869.663
295.1143469_173.312,343279.239,3861143.71,1867372.992,7541312.655,5526728.761,448243.124,612786.718,13345249.68,5596866.828,862873.94
295.1143206_116.015,4152381.561,1786936.848,285214.441,9478762.76,9145247.374,3894949.37,3545484.228,582671.868,875811.43,7348539.836
295.1143201_46.75485,623172.523,774616.1949,128988.741,21863.812,529752.552,1166484.29,624486.6326,22259.964,146916.679,1812912.925
295.1297594_241.273,215671.7,3716871.669,398773.56,5996664.36,4925.696,4369614.334,1337611.17,4388855.342,914963.55,332298.678
295.1292865_206.282,4661717.513,155632.762,2728557.36,195899.138,2489199.618,3266648.698,5611626.278,551376.146,14847667.36,7983322.843
295.1506126_115.0605,1627586.838,432853.185,19724693.64,4188244.742,474976.154,173166.467,985218.312,4231.451,513411.942,3668483.712
295.1478505_270.12,4332144.549,48861.154,3653627.133,8556484.284,7258467.529,4222795.145,691286.121,47462.699,256773.353,7446879.786
295.1506477_174.0935,4828111.51,4998727.137,1782714.615,7833888.294,352354.16,269659.492,3937178.23,839744.839,641127.882,4845383.495
295.1643637_121.018,314645.357,8135125.723,13758447.38,12478621.92,1219457.76,16718852.58,7262565.864,1364654.45,1152985.86,1427529.12
295.1895937_135.805,133673.896,187319.891,1387459.518,241591.182,2194297.528,1844128.95,18782.815,7163.836,1127367.73,263487.298
295.225909_34.9595,1659871.534,1167273.287,98969.99,215781.396,392875.771,21328.46,256539.37,2296586.686,374298.196,2667871.267
295.2259495_114.587,347965.925,447289.477,1299481.736,19784.787,2737941.34,138653.44,369821.4,1399213.75,2323749.991,284875.198
295.2259448_135.226,2289165.218,2578921.926,2969745.131,36872.9,2481933.389,1374381.574,28169.158,3574773.661,1167832.8,39859.149
295.6354179_197.571,253918.596,27241.2283,12794.7175,65618.8783,574.3856,4117.27955,432571.5792,5344.9172,1268.278,915843.9897
296.0651348_343.215,21449.4534,728663.927,611625.584,468666.12,218965.436,669766.146,75666.78966,148352.945,913.34,1831666.232
296.1455468_270.08,7547875.19,839813.91,6446357.1,14417399,12437885.6,72683696.52,114792815.1,13898794.6,73228968.31,12941844.2
296.1677189_120.488,492173.5257,839462.921,1432528.881,1428826.635,1627872.51,484163.53,98287.9361,346653.385,2722617.11,1787682.511
296.6472372_270.082,2137228.76,19323141.4,14279174.83,4795349.75,35469834.9,295732.88,3385922.5,29348655.74,1715393.65,3712332.4
296.9646137_307.826,3186.1436,1726444.25,146261.43,2316175.747,1817975.515,216192.684,795811.446,171961.27,1675672.27,139157.581
297.0726339_241.024,19647.844,229312.417,2496127.268,32578.278,321353.3,1799962.873,248426.56,41928.3769,345383.495,337616.241
297.093537_114.2285,1676692.838,799869.1723,188425.815,2893858.843,3357998.7,12686.695,129716.576,2647541.687,2188862.47,1953673.995
297.1090379_201.987,139228.599,125845.432,37165.323,2537845.346,378126.374,293181.816,163393.231,2253394.457,4218926.49,287581.635
297.1090115_241.553,14622.739,2839212.614,2168623.446,3731799.428,12192.321,298834.712,272687.518,231342.684,3687278.773,17178.469
297.1260405_119.363,2197529.671,724821.4951,1147673.497,3292584.765,4818689.33,1468671.651,81227.5966,161237.698,1529571.436,327992.24
297.1298688_166.9545,1622961.734,3728378.587,18687.813,4711878.72,33581.884,1733639.623,227249.365,32175.417,575358.637,3385721.23
297.1298312_137.6165,563575.491,811891.4965,2264898.663,9883.567,1119852.931,193674.619,966992.5448,4277.831,6599571.46,158418.144
297.1491713_270.124,268263.154,2438914.68,27328.73,5495969.32,4388715.165,264376.261,4161533.113,3215275.328,2114687.433,46522.456
297.1688414_114.476,26399.53,1657862.93,123518.396,237282.6,294156.541,2119995.529,1582563.618,2421552.38,88973.3472,3868524.1
297.1688227_135.6245,2232417.972,26765.516,21936.45,324139.521,1632269.13,89212.2928,2699553.381,336851.88,229724.941,3732777.442
297.2051668_114.951,175654.894,142846.67,59698.766,2843167.637,3151793.764,127513.238,18965.32,147617.788,3132712.478,2916585
297.2051895_135.714,249427.663,251426.795,298612.32,348685.582,2447797.837,1473443.953,383599.46,233358.636,2211813.89,435354.75
297.2415323_33.969,2496677.15,156364.893,1531969.232,3829841.295,54942.315,3471864.338,45979.696,2737547.913,52364.88,423419.45
297.2415719_115.768,291764.849,2117793.432,26811.57,295367.424,371972.89,223421.472,1659394.958,389841.9592,1268476.755,424634.749
297.2415745_133.752,17136.82,3948918.858,151339.297,5158143.75,2432448.57,2429276.265,4694721.294,3486319.212,2279338.331,643259.147
297.8804437_241.1625,764812.614,14485.881,766239.3937,958485.6899,151716.777,925179.6348,36623.39,776947.5922,192216.28,921517.4277
297.9667514_221.252,53497.6994,257646.33,1668182.2,112542.954,27458.4,575546.767,637191.9244,22242.221,568146.945,844954.6714
298.0517675_299.924,9612.46136,498657.5876,338783.539,31788.2391,193823.9435,2624477.574,12897.2749,78616.6315,83398.635,441854.4181
298.0859928_109.9,3813681.74,298183.68,2413733.27,27137.474,3863289.392,6243979.878,124933.97,5836411.372,14346754.55,3653953.556
298.0959869_132.9815,9118.87,2779.5132,1569965.569,192943.644,259312.166,375296.2293,1858.3545,2251119.92,127174.789,33988.657
298.095983_342.949,3721663.879,1124241.46,6226697.14,1158251.22,1428757.48,6549781.3,298579.9933,9536635.719,142262.34,8287775.388
298.2731569_119.629,614291.832,7315827.684,6915289.6,19146631.28,1128691.51,17754464.74,17838119.35,3523161.56,884779.67,4415514.2
298.569074_299.305,123.42362,43836.4563,566878.893,121438.171,622446.8514,9119173.33,11222.49511,119978.339,22349.349,119.7989
299.0550667_300.003,345254.3477,1527956.547,967547.244,42926.8936,68648.8865,6718548.47,271954.4985,141367.652,2794265.45,181666.81
299.0882283_238.347,637385.3346,1345416.777,7697.733,157238.4,92533.853,1188512.381,1289534.49,196339.161,22647.498,927127.6342
299.0993253_343.0605,385685.6584,163258.335,7254593.517,1391574.225,1215557.642,7519967.312,351272.2612,11738.557,1115858.969,86597.5173
299.1480745_113.978,111492.226,1153331.87,1541945.446,2748.821,233464.893,1182714.128,1351146.56,862723.448,2217565.422,2281858.346
299.14737_43.2172,395774.6694,3668.7938,5149.351,113486.534,1424625.726,571687.1148,521791.7793,1182.478,1293964.129,65456.9248
299.1480619_135.551,1396942.911,2556.733,965511.4989,25534.853,2355576.64,967739.9353,2589886.449,1857976.488,2559317.915,339455.877
299.1844157_114.3055,1531479.575,148925.88,147469.33,2832376.379,3497617.895,1798337.855,1935237.765,25212.749,3366168.157,2684219.647
299.2208273_114.203,187328.76,155821.79,141992.186,2818863.496,2652736.484,147757.643,145497.214,1412691.743,2172443.48,2167643.189
299.2571575_34.70355,76541.9752,66961.9929,467146.399,17116.875,212183.211,879158.3984,1423.97,16119.64,1952467.183,2293571.873
299.276474_119.573,136219.957,1214124.469,129547.892,322241.511,183957.393,2555164.114,382112.838,656659.778,1849334.577,824314.624
299.632242_263.2325,4478285.214,615927.743,5282754.311,678454.853,781521.145,257236.431,2123979.66,866511.171,5548857.91,649764.927
299.952761_171.94,1116413.184,565545.2549,68448.97933,81656.893,451276.8242,356747.8479,797239.1156,68517.76,8433.524,181613.324
300.091728_342.82,6498.73219,289752.5814,24712.313,47213.742,235563.31,268825.689,2531.67675,338488.5629,296223.8427,325248.1893
300.1339171_262.977,896857.56,87174.4334,1447824.918,332199.893,3484284.152,475595.7882,4649.166,2586414.534,1444378.27,1415858.17
300.1796679_48.3813,1618137.6,116893.3,1888168.34,333651.677,3812716.511,196782.6,1237174.319,4617658.749,4285217.363,3889427.22
300.2161077_126.757,231325.651,1581364.519,1899556.774,2666753.841,215151.546,1375434.449,2844318.81,2661322.22,2188388.118,2291227.983
300.2887859_119.606,1416354.36,16815399.63,14395265.78,32536829.59,19555857.15,16691294.9,6398373.48,82716684.96,6448463.64,18122298.4
300.2888502_44.1955,1248844.12,2471644.54,44821.884,1739262,2696223.816,2497918.8,111383.739,1524431.378,16523.615,3189898.65
300.5637652_207.81,33768.69559,258783.9367,436931.691,51476.3549,357871.9285,156846.24,12854.2286,14292.391,1637658.618,785271.6447
301.1636953_114.35,1373541.717,1182997.383,1191716.867,2162113.948,213787.835,15751.499,149629.268,124164.23,257539.426,2441365.826
301.1637526_136.227,175338.537,194557.43,986238.2341,2881134.332,2169537.647,165216.914,249779.424,129748.41,53925.365,349474.828
301.1636585_46.4893,658642.3888,45243.217,13751.46,181561.919,2364888.712,986938.23,621632.696,279267.273,294274.725,1223235.321
301.2152822_35.0496,44774.7122,38288.7763,255844.391,94239.954,515698.6676,325916.26,183367.836,42875.686,3564653.69,136456.419
301.2920927_119.573,245899.429,3775238.826,321577.139,6118132.294,354441.321,5781748.558,1232219.32,15686548.24,1193475.9,2196224.46
302.1588983_48.98335,2621752.236,1812989.13,2627499.928,523157.5,3688117.596,3521.442,2553779.957,3297254.9,3962119.648,4954839.174
302.1952704_114.693,44484.625,412936.521,272597.848,64484.824,492163.955,397154.32,416738.41,313866.733,3284442.294,3428226.119
302.1952929_47.8616,3471235.751,2229539.216,3514273.175,756458.885,723348.936,417778.133,235486.471,6892255.83,9989.53,7936851.96
302.1952815_31.4875,184823.578,155316.164,146412.84,4231.153,4351627.598,1857793.287,16386.984,5486219.15,493337.384,46754.464
302.1953196_132.483,382719.77,393188.52,1439556.392,396287.48,496585.397,2871735.775,3446215.686,4342596.263,2488687.46,4161478.422
302.2139308_119.062,212999.118,242293.545,1996799.833,3439795.78,258616.516,29773.38,1433632.658,554254.868,263178.44,279516.149
302.2317262_198.019,178141.324,834645.4398,54923.4878,79382.997,8795.8427,18867.574,14695.63,794856.2881,62852.442,856492.372
302.3044117_119.583,23654.733,433468.2,1779994.765,5989182.13,3392474.564,62595.114,12275649.6,22418899.26,12769978.58,16541221.78
303.153328_267.57,1274824.53,1121948.775,13956.51,1358516.125,1341275.8,1257625.526,2868821.616,218745.872,121513.982,257317.793
303.2308906_34.984,982618.2775,1858736.131,1728491.243,6784578.157,4651949.975,2545918.35,639315.8487,369966.166,18417644.1,8999185.473
303.8827753_594.049,3745381.678,5874697.165,2315949.344,1683994.984,139888.2,253215.61,922739.418,8813559.261,5215242.799,4417262.725
303.8827919_568.063,272124.975,4582449.776,2172861.23,5113891.221,49627.721,3261731.11,6171768.754,5332297.235,4665944.132,618687.183
303.8827736_542.457,156451.945,259958.247,186844.512,1342434.811,32591.596,946696.2635,162196.37,2233.494,318487.985,7133859.714
303.8989515_240.361,114611.2528,2424.6814,225233.2583,291246.3641,344723.2841,22838.2849,97262.8891,23138.238,175774.7243,193439.153
304.0811525_110.343,3537664.15,3482996.41,4317992.81,8153276.28,1672388.93,797557.734,239858.313,9229135.19,7711668.874,395861.639
304.1744885_115.212,232238.747,2373885.964,247713.728,396865.66,6599177.454,2396832.361,2873861.575,56622.643,5828538.347,3954387.42
304.1745325_48.2427,2548532.666,186264.635,3567647.94,551821.647,6399674.674,351856.14,1868566.769,4496649.874,875973.636,651944.853
304.2109015_213.323,299232.268,27845.542,3112358.716,443199.647,366325.512,315383.51,827398.3192,762892.313,685982.1125,215885.324
304.2342425_34.97165,84211.5881,481755.8539,4437.8494,1264347.187,1389417.626,41367.3975,595598.4712,349756.53,3745427.462,1476812.666
304.2989104_119.054,2278378.412,418343.727,1731376.42,6735542.51,6783465.966,456871.35,3863416.39,3382147.56,771996.697,8961637.421
304.8934546_186.014,2618571.822,394388.92,2519.2913,4921752.67,2671863.53,,539325.424,389486.35,251811.391,3523778.668
304.8933983_222.12,1816185.262,1184356.595,1562373.135,93928.4181,1524698.23,458145.323,1455.74,1938395.727,24191.19,69364.8165
304.9549411_171.853,7412125.569,4763846.748,129786.227,52293.526,5793.493,5933151.845,5741532.9,354146.862,7155959.462,59967.188
305.0516662_111.6485,2467362.29,1634756.371,1736418.499,246694.46,311329.553,265338.583,1177155.224,337725.98,4967228.78,27845.492
305.1350172_176.204,155418.41,36142.344,23634.3699,241927.259,244714.259,381746.9365,3677324.33,438211.867,523553.8,424387.58
305.1350449_149.775,327941.4386,74723.222,798948.2594,1651268.466,468486.631,827775.9715,377453.619,39365.1,679923.42,74787.4652
305.1561005_127.999,148768.481,1188886.923,37343.17,2773581.58,16872.39,122298.99,1562472.278,1543818.259,2987517.4,12532.3
305.171381_168.0845,18144.485,263232.219,884378.2696,2237398.828,263387.58,513858.839,152836.283,3478723.363,4238496.572,36734.614
305.2077612_181.4365,943973.9371,2158143.791,46289.42454,676658.19,296691.883,12323.834,893996.4511,146728.118,1321241.785,2135718.695
305.2078025_152.6465,4436.58,146321.651,34683.6915,165245.831,2635274.365,9951.118,486649.136,194512.787,274981.532,15485.115
305.2465885_34.2014,263363.9396,334234.8644,372452.3316,952641.4488,796475.8399,31741.623,17231.7714,619799.7467,1138133.417,872347.8424
305.9597167_177.691,59733.83365,1452258.559,1836.1154,286885.124,2277696.943,3683.6863,1238.271,277817.43,455493.928,1933186.914
306.0475959_263.989,78953.1846,211933.648,2594874.166,8463.85834,876673.5721,3132647.121,439782.3256,1584422.2,228641.944,54887.8454
306.0744892_300.544,26383.914,1319161.56,9497917.49,127665.96,246254.211,6913913.147,23926.564,1745187.843,292118.895,1272988.18
306.0799359_148.363,41126.12522,28491.145,1359765.53,365574.2993,8888.149,3482624.742,63751.157,428944.739,459458.81,86311.219
306.1060713_142.141,24849.8587,389818.8951,14922.8361,1612931.22,68231.7492,143354.395,235834.377,921379.6431,138521.417,2241745.768
306.1251447_134.852,1562667.334,368535.362,21729.8528,174387.674,1141243.964,,226934.89,995625.585,2777585.66,413796.727
306.1509362_270.3365,946355.544,965156.1971,914157.747,1721347.897,1438618.995,594375.169,16546.995,134578.653,695962.2531,166941.355
306.1538069_112.511,8658.381,752783.3166,62525.91,1852192.191,1629428.567,828188.9661,398562.995,219825.13,2427424.886,13144.8
306.5891322_109.7175,19215.27,1249291.685,741851.1618,188631.41,23431.86,1911261.88,333871.5392,236259.32,499732.861,1873625.658
307.0429782_123.9365,167879.899,359274.953,2476551.217,33979.125,317217.641,4799179.131,241375.63,812433.734,1751894.9,326339.621
307.0822277_299.062,39327396.9,24556276.2,2521446195,152174.7,262555993.4,25257695,22383923.75,32994697.2,5749139.5,7884918.74
307.0822726_357.61,3131743.12,62917.25,16947443.1,68561.38,95515.887,224463.47,394145.368,13532644.51,167557.7,5446851.835
307.082289_392.272,124912.268,528318.553,676875.14,29352.798,47433.72,622126.263,91127.7673,5382838.497,2895577.728,23524.225
307.091195_109.951,121198.35,1136943.48,78912.16,1194372.23,16755465.24,1474192.52,51185.685,19335993.52,29977759.8,14447571.48
307.0933033_201.783,1669655.725,1934598.313,932573.4684,1473452.63,443444.996,429738.788,1822737.45,1385526.356,18431.29,2581715.84
307.0932524_241.1315,3278337.118,31.17,2188781.646,465911.645,4793621.943,2526184.718,2537234.11,43224.762,3687257.588,5265249.398
307.1142644_172.844,1471284.25,1768792.7,8875.1846,2791385.89,258256.558,651276.781,2481292.21,273317.12,441732.564,4469342.68
307.1296437_241.297,3189488.417,2529153.39,2371982.695,3952382.514,4847615.138,2327966.23,2721285.61,2752968.623,3696952.24,565734.859
307.1296712_202.675,1556973.32,1531559.334,135456.879,2781751.997,29591.136,3742984.882,1718567.741,257111.417,74369.244,2382344.692
307.1506186_172.718,35998.928,964449.582,1779874.318,5421763.862,9536263.336,26475.297,6243496.147,932812.482,8299396.926,941233.61
307.1506268_46.1565,57255.9873,684476.9297,88213.5598,12812.717,2677225.682,778393.583,64836.7195,18698.868,679657.743,1594241.553
307.1869028_164.287,65817.1489,437489.643,119355.12,55753.119,6712848.283,1794231.738,342277.56,58711.774,418163.253,317161.818
307.186821_188.701,198193.354,1487489.989,924694.4473,44494.822,1555494.923,25135.637,1171349.11,6233529.862,5258385.853,383516.17
307.5840062_299.452,8777651.821,42592287.54,58274214.7,21538191.31,544695.81,4513479.2,375832.743,6968197.13,122168616,17192882.5
308.0802246_299.639,3219357.334,15534682.62,237993.8,816373.438,2455735.23,162413987.2,172739.922,2186889.77,38997129.44,69936.218
308.0851825_300.1215,32259.485,632376.115,556217.55,314337.17,7919396.226,5162555.14,3932924.815,151323.9,16426732.79,5568337.39
308.0901174_228.389,55976842.78,81449595.14,7353257.577,133112478.5,89962715.39,37498796.41,43369154.18,3776487.54,33593867.8,438329.871
308.5818479_299.3435,1669.4319,3377185.681,28182599.4,95617.8658,4564575.24,18787833.52,5225.73459,617581.9,83946.444,881568.369
308.5863283_299.2665,173473.653,2254853.31,9223789.594,87338.7983,2141453.139,6461631.452,56654.762,216877.337,4431438.323,873494.315
308.856764_121.022,429612.777,29758.823,42275.811,278779.118,5346138.28,125497.411,338245.517,474228.43,287571.785,18596.229
308.9923867_291.795,273899.373,78642.7327,1494111.592,28257.987,167938.917,81986.3699,12549.9137,631165.2654,61755.1346,529633.3241
309.0880544_299.796,917775.2225,112165.285,6921589.722,1359194.189,1112343.378,6289363.475,1322498.93,1187357.398,2262.297,1252279.325
309.0933341_228.326,594189.92,8737853.552,71263.1477,9675752.826,6447826.762,3921495.73,4461932.281,457719.287,4328693.218,2561154.12
309.1089073_202.6115,5747418.274,3448187.4,5334719.261,836933.15,11228726.99,1251444.2,586199.1,4764526.418,851525.733,6732262.878
309.1088813_241.545,5522186.575,13612117.18,3898828.285,687287.38,7944725.186,5524695.994,8144825.94,174349.7,534244.376,984119.593
309.128364_289.642,1155129.238,2774269.459,9927991.632,3677144.658,525836.578,686659.667,14677.335,3545711.693,39559.856,23213.85
309.129872_173.369,534556.973,7547117.121,1913721.96,1217645.16,6692.277,3494698.92,645668.23,19326283.22,864941.135,7619315.85
309.1298439_115.956,3813667.141,335447.985,2288982.99,7688262.221,87987.87,2412532.67,2222461.46,6336598.257,9435349.28,553317.862
309.1453166_201.654,44112.361,134377.96,344561.282,191523.717,2455686.89,296727.2,3516384.359,154999.656,5924142.25,178197.992
309.1452747_241.3675,272618.549,5467114.27,577169.371,328685.768,6673298.24,3556228.572,3358779.915,1625153.215,827683.7699,573443.96
309.1633694_265.441,1631771.574,2159574.593,96135.913,281792.178,2512264.421,1661639.155,4315164.153,346616.76,2436233.93,5195157.787
309.1645964_319.891,47849.3674,494392.9322,2971663.651,513995.229,488723.6296,2211533.561,366176.2851,1827122.466,2184523.62,55437.7178
309.1661516_171.772,176838.484,426111.561,1135655.382,48554.67,5862642.673,1382655.573,38119.213,1483951.3,5251944.172,4459563.716
309.2261861_45.60385,42527.255,49681.1784,69289.1843,1122437.394,1644516.54,748948.3219,46215.2623,161865.673,24641.839,987567.6417
310.0859089_228.652,2282895.297,338293.845,283634.177,4517641.724,3838429.96,931871.17,1188892.26,1764161.659,14849.322,315516.5768
310.1122997_201.15,431129.1886,91612.21,982689.5188,121236.336,11317.186,198289.941,51973.7535,1246313.625,2335383.242,129166.541
310.1610487_265.3585,211897.43,37322811.17,28218.67,5868772.67,46218853.9,29951666.61,7626117.22,613236.45,45322627.34,87457885.73
310.3094593_39.4958,377993.977,26594.7392,2887.522,6961999.173,1432154.97,176245.77,295394.1846,5921.3566,16136517.77,357428.7
310.6627429_265.369,998281.521,11486998.28,5459369.849,1831791.86,1462219.77,941133.63,23982515.87,196313.19,144294.9,27811513.42
310.9118581_222.0975,92878.7357,26211.881,686642.492,224983.743,389887.44,73571.148,137544.363,387187.27,7978887.71,1388639.49
310.9950979_44.7074,1268714.164,198192.987,2322142.251,1688811.899,218686.934,2389566.821,59899.1184,53347.3777,55465.8615,27458.2122
311.088188_241.1745,319389.747,325286.97,4671829.411,496452.167,897265.847,6563379.29,492376.276,446364.24,4494339.634,7616722.198
311.0881589_202.32,283698.364,4978692.195,54961.388,5713692.785,9674359.424,9597836.188,345395.894,3881126.293,645449.25,4953683.567
311.1091268_114.602,189237.844,1572955.828,1698459.574,3732288.87,5132566.792,2471178.98,12966.277,6774214.877,3897197.758,2969555.63
311.1245077_241.534,345256.644,2516359.473,628192.748,5242291.927,653482.13,2987276.74,4648976.515,5132334.54,9869279.888,7883732.313
311.1245076_202.613,342256.516,1927162.876,357315.695,3135355.74,3728869.144,491336.456,518489.946,3519542.859,4358628.776,2366987.832
311.1454291_171.3045,216846.78,19925.527,11851.249,528244.64,3492151.833,1736668.77,346981.71,2847591.746,3976735.973,5558873.276
311.1645389_265.476,1266839.917,1451619.4,1148314.289,2548931.188,198324.197,21366.298,3263735.65,2645553.182,18426.764,3796176.354
311.1843558_135.651,214768.593,16624.441,95995.9861,228374.5,139534.267,245831.1,2265981.628,1876758.686,1283654.816,37987.236
311.1837092_35.9268,716657.2782,595484.8914,476522.2766,183498.499,183179.598,745333.5561,584859.9823,1263664.476,133859.76,575726.9853
311.2207119_114.951,1461551.943,118759.71,1128687.673,256538.221,24194.884,96594.597,1196288.88,922863.8989,237722.58,239221.792
311.2207062_135.6765,178641.654,27442.265,226633.92,3782516.21,2347514.17,63297.9173,226965.496,1755232.18,1366375.88,3517325.124
311.2570761_36.416,191796.429,1352262.276,1273279.17,31133.592,373532.94,1559135.913,73299.1613,3434.3,2462829.226,3484795.62
311.2570993_117.825,1243298.64,133159.221,1374219.834,197769.32,1783752.88,1562887.574,2112857.99,1381395.487,573385.4166,2518992.261
311.2571127_143.186,2754786.259,181983.893,11173.195,3764396.425,2611361.489,116158.74,18221.492,1648967.85,629161.7913,2947823.315
311.2935431_136.3115,139624.585,1261542.535,112491.223,143861.427,15325.64,1547785.131,15677.932,745518.252,667943.9212,149911.793
311.6321036_263.069,4674295.13,363926.57,621791.26,8473596.299,1176936.55,3296259.88,5753612.284,181748.75,537731.43,117233.51
311.8959801_232.448,692.22545,189744.7611,2174.7217,167667.6322,254779.2452,55722.7642,44946.73426,13119.6115,52852.783,154733.9396
312.02837_269.574,1636242.735,2164571.121,1871183.639,38284.473,234962.231,1866989.492,245378.728,328899.23,2157349.571,296555.799
312.0283566_343.07,539722.1757,1738999.467,142653.53,55986.28,254857.948,14822.325,17917.72,2281475.242,125992.724,1814195.452
312.1337816_263.205,1349226.65,1556327.591,1618592.196,276231.98,4971559.899,71684.4243,171185.632,3386395.764,154148.518,315398.643
312.215925_121.255,1577537.766,21556.815,192251.71,3719184.979,367348.43,139643.559,1497897.372,2458159.351,229237.148,287177.796
312.6754975_114.687,11788.17,1315833.67,11167.874,144182.545,192871.53,871582.62,1241541.978,1646296.769,1589223.18,13697.152
312.6754938_45.7925,717433.9229,1133855.466,1935987.414,1526891.533,26688.853,112825.733,766811.4858,2419926.567,2368236.184,233992.375
313.0107667_46.205,,96967.44,22382868.74,14817429.54,11487.32,12725118.73,112864.96,147488.72,9687329.281,23267.164
313.103751_241.536,214111.318,234482.179,223211.846,1873417.293,2954938.534,24274.278,164298.95,3732.187,1554161.741,457.59
313.1038143_201.265,268525.647,1397393.376,256483.85,172444.98,252449.1,197532.547,2629664.324,157615.761,227443.625,188565.592
313.1206228_121.58,1372226.33,137613.31,1243854.61,1481965.63,1453682.737,138541.29,178227.862,3671365.923,3382318.769,186919.925
313.1397601_127.002,2225656.23,334645.24,321447.521,5461936.43,4271769.851,11537437.72,4283377.573,926942.739,6417738.8,2497446.11
313.1424165_47.3434,64974.565,732767.3124,187837.539,2843957.211,251583.662,236924.618,486559.6646,1998175.17,2523178.51,283323.437
313.1536932_119.261,186937.274,1736426.71,2651751.1,181172.476,2316648.59,292483.31,159388.46,35836.532,281333.67,15828.674
313.1999533_113.8595,1688524.166,964778.9399,58555.1671,237563.799,28811.3,4492125.845,983133.2197,3152.99,234668.464,239988.178
313.2363315_114.824,2113173.615,15356.317,14841.45,353811.84,314771.227,661818.1477,2138135.61,232722.799,2796.199,291339.845
313.2363647_136.03,1947917.447,2687535.415,1442956.769,276832.69,185437.648,27568.421,3177765.28,2542563.78,262854.629,4585172.841
313.2726944_36.7994,1154474.375,1661961.744,1463835.725,426318.3,2419248.388,173672.365,1476693.231,4633287.881,1643294.15,5665467.458
313.2727506_144.766,1158772.625,1752924.299,112797.65,3674938.837,372622.321,1364893.346,211868.984,113162.221,248752.3594,311495.531
313.2727375_118.533,1439899.192,115491.87,772174.2311,2595949.115,13456.784,193468.97,112249.984,1529139.932,354698.692,2212878.969
