Sample,CT22,CT23,CT24,CT48,CT5,CTH26,CTH28,CTH46,CTH47,CTH49
Label,Control,Control,Control,Control,Control,H1N1,H1N1,H1N1,H1N1,H1N1
156.5179347_343.4375,141251.152,149732.17,596617.386,3833265.592,3194747.438,2464751.95,4598.8742,1685.753,1391428.198,23654.729
156.9656113_584.33,27421.78,233481.86,245827.175,423223.53,5286169.244,2592357.138,34519.3133,519853.868,2224681.175,4798788.731
156.9901177_114.3005,68179.31,46397.85,5635132.624,3887893.162,239843.79,669486.129,131532.247,5778785.916,419984.73,543354.727
156.9902379_307.374,15289135.6,14131929.3,11394.2,19599226.6,178186165.7,1516843.1,15873261.8,168211314.9,165758.7,189839872.1
156.9902102_47.9484,1388472.932,455693.646,5399759.128,137577.55,8335387.44,7298417.197,255319.366,782269.343,734536.365,516464.43
156.9902489_364.702,2285312.51,294296.595,22795.7,58412518.37,41935116.93,194411.88,43984256.6,212254.46,51137299.1,45588896.32
157.0091251_46.0944,1348262.4,568512.3231,873392.191,58676.625,2595811.447,487235.725,492679.5254,4549921.48,4814398.911,1313233.489
157.0734032_311.168,1251827.25,2555799.259,115392.94,287664.431,1113443.12,2222195.273,123798.878,1486735.74,191611.421,911126.744
157.0711207_214.419,6672.83,587245.1999,7386.635,43938.9418,57151.282,3586287.994,1496655.946,5815.771,1192.92,663894.2462
157.0831419_182.127,6144889.646,135577.36,153744.137,911432.746,6842767.591,1691141.87,1889936.35,13998516.1,18924,9741183.713
157.0796992_311.7295,74537.1289,276518.166,6154355.858,3678641.62,3185284.748,116284.7,39464.83,838785.954,8668.441,599257.795
157.0831457_158.294,2245597.161,273286.73,3524125.634,3172816.41,9992652.615,34846.885,248567.929,766631.865,8623712.349,21439.273
157.0854737_135.3385,182912.1,221517.24,777233.5654,2288151.861,131845.322,827929.376,2564825.18,1679944.456,3153849.3,3317641.255
157.0851914_48.69635,51878.4779,328526.4455,1149384.823,95243.36,171461.141,139269.966,37768.3966,99543.6167,1452911.32,1158248.27
157.0855265_115.44,1711686.839,1316255.216,1328548.317,1723343.972,285577.8,1441681.942,144513.79,143296.131,276949.535,166765.32
157.5370061_342.951,221276.3922,39997.729,143613.436,63724.9284,526271.618,763112.988,,477984.116,521616.1429,434581.2968
157.9805417_111.5935,14582.47,12118368.41,8699961.979,1226653.94,13986595.1,153494.17,75141.586,16378241.21,2313459.36,1339698.53
157.9805301_93.859,81725.734,697232.1848,1117185.252,649334.9873,796245.253,1398532.693,3772.7231,129158.82,16795.261,758935.864
157.9879776_310.08,117765.148,2435483.97,321556.199,1152816.29,97475.9483,2338547.773,81849.7925,1158.137,2625724.196,91439.4647
158.0024265_536.596,3467983.483,314327.992,361417.396,3411841.155,3462699.881,324245.93,396665.429,3591269.41,3579556.522,2529155.54
158.002436_435.689,3956267.963,14491769.44,163734.174,185995.49,424411.365,4462953.57,5887935.393,928178.484,1719385.23,1925332.8
158.0024276_577.178,1615295.924,1162427.931,2329523.768,796533.5641,2892791.179,284174.1342,2238937.337,498211.532,2882995.615,345757
158.0024229_505.006,199994.631,1291214.119,1996255.863,4238.385,47814.62,1816789.979,348496.425,3498358.839,41811.515,423517.976
157.9935703_307.5915,633914.922,595739.156,3724898.592,7578571.466,742316.548,345835.983,6732572.764,715145.712,686788.75,799459.518
158.0024382_403.302,2143583.76,1418434.557,257193.133,333129.147,2661313.275,3197542.35,1514689.664,272118.129,3557872.913,484516.768
158.0024303_468.804,4149338.62,411842.47,4857444.698,2368149.913,574261.249,3315775.334,5241871.938,4568372.421,364524.62,4347416.86
158.002435_486.7605,4227569.44,1822272.294,195781.461,262447.967,514144.984,2672135.457,16658.215,485884.21,273362.853,386481.69
158.0675089_213.331,2499488.673,346296.916,2735686.983,4561415.913,4267695.123,122788.588,3282735.22,461133.27,632634.566,5461594.869
158.0919838_311.203,2246619.82,2137521.859,1381838.488,2644587.145,2544259.21,296713.945,233979.44,1843888.266,132635.125,257715.37
158.0993811_219.583,182383.92,1423263.36,38783114.54,267922.1,1865333.53,97268.416,498562.344,542821.435,838378.7,478643.793
158.0994124_172.283,34597368.4,2792494.84,44773.9239,55651662.6,2364826.35,2946.9936,19768146.15,71158.399,639138.8273,154715.39
158.1171353_284.265,241692.77,32726574.41,33277794.7,28893677.4,25224458.27,2179774.76,226279.26,2932343.97,358179.27,357771.9
158.1171306_121.713,18674554.12,19983621.93,21121286.54,25349894.75,2867896.3,22756196.88,1717993.21,29129341.35,3521979.75,27312934.96
158.1171308_223.726,7859215.175,7315248.939,4757966.513,789371.152,9785761.387,548643.5,8725788.285,8245877.411,785149.316,7435567.82
158.1171423_44.9646,799352.312,117219.211,1782117.629,235572.958,381264.843,2449932.83,634576.9214,3243214.957,353612.795,2583491.311
158.117114_257.938,5343319.159,4996268.76,6452637.741,186694.8,3891513.656,5746318.912,8575882.436,5711329.15,1238543.67,6245197.591
158.1535184_116.784,2149591.77,2378449.969,22933.882,3537483.811,3354244.341,15479.396,373132.76,18725.886,3572455.421,3157972.48
158.1535288_40.87265,1382741.7,6666929.253,12441.44,41785899.2,464888.85,14336336.11,921876.478,36887963.98,4772637.23,46851331.24
158.1535352_135.139,315361.74,2872836.317,256365.8,44259.539,5351598.588,1523972.924,2347358.776,168782.41,25935.315,4226123.79
158.9215721_191.4515,7589.227463,2697.7344,2545423.168,9833.1474,792356.2672,99732.148,21914.599,739262.8995,289365.991,3628.877
158.9609049_551.4305,2457479.13,126725.82,192689.13,46437195.9,455991.39,15547545.6,24776333.16,3134783.71,1586627.92,4873319.86
158.963623_222.083,3354935.837,4442824.388,19721629.53,583127.557,583316.66,356483.32,2938581.98,1724462.2,15455199.29,379253.538
158.9608992_594.4945,2969329.14,32317446.45,3964445.17,51915552.73,296511.92,19884921.53,15415629.37,32676129.65,1873159.43,53947975.51
158.960912_582.176,52714399.83,2932519.45,1853219.69,3963691.64,577692.89,2259151.24,26788643.33,215999.7,4499669.93,4286535.58
158.9609146_501.021,13551385.1,11535523.94,915358.624,2378291.91,2537354.37,166927.85,2688714.72,24532476.27,2133611.29,16684536.49
158.9609146_458.454,897899.178,9315657.81,472784.141,1523258.27,935331.162,612575.476,143514.76,8194914.58,1522157.5,17851528.94
158.9856473_115.2365,164558.919,1273354.373,1523423.351,1372916.376,126967.219,165799.752,1494273.312,25695.794,1496433.767,127584.428
158.9856503_307.582,5786766.6,53915153.69,37739711.1,794911.48,66994542.93,43271141.4,643937.3,62916712.18,62692217.98,71589924.41
158.9856483_47.21405,283993.4229,71155.351,178341.537,76537.1215,171482.135,278357.557,534392.2758,1246338.75,2279434.365,87583.2187
159.0272859_128.116,6192147.762,3678875.91,43874927.14,2858323.68,278283.44,3115234.45,148863.15,261523.88,7827586.59,25367253.1
159.0247176_111.724,2696653.767,2467327.439,335132.739,539986.816,6213844.489,555539.318,185261.584,53953.457,5533221.659,3198225.954
159.0247288_166.749,3557598.411,2993974.66,35618.25643,31458.871,243537.657,1813873.891,99426.2243,2377279.853,27681.73,924184.55
159.050839_72.5119,2546759.383,4387783.825,7983848.951,1184273.93,7172661.311,3897566.228,251293.975,726737.286,7655976.644,573868.735
159.0759878_272.7075,852735.637,16854652.46,5736486.2,1932646.93,1372857.38,21217471.6,23553442.37,79632912.88,3192761.2,43948896.16
159.091252_198.394,286142.475,982658.94,734867.9955,11773.4,79224.8439,763897.7299,963915.9579,1776698.928,1445426.52,158133.757
159.1163963_35.23215,134676.731,292762.1169,374321.291,36718.89,116666.87,48193.3443,1243267.977,1194653.141,152558.93,1794114.256
159.1204738_284.3335,197859.456,1178695.662,2681465.148,2219862.274,1979198.751,1253823.197,893592.7594,92791.3591,1462554.956,1321288.394
159.1487453_35.0053,221293.488,2118812.912,387834.486,1186338.7,9868156.573,2881121.98,3399511.24,12479442.6,136729.92,11853114.99
159.1568646_41.0382,891332.3244,544633.892,986774.8878,3743319.182,3994874.24,1179713.789,678911.272,333923.141,3487589.26,41981.285
159.9860041_308.518,227474.958,1748638.829,1237915.26,2534954.484,2437141.885,1159674.65,2255767.686,2495577.743,1829792.747,2732446.236
160.0158725_292.23,576881.573,141131.46,2346.27,17696.26,181783.565,1694718.166,82297.434,1236491.314,4112.481,196682.764
160.0306245_128.588,29911.441,138591.626,1843957.276,991165.7879,855448.3773,131925.917,51615.4117,796448.715,3857772.979,11642.63
160.0325665_153.415,1729395.82,14161.549,265264.2295,1775417.616,1182331.864,7873.795,2247397.122,1122421.68,1148335.115,1961538.82
160.0752384_125.631,2423279.2,65547272.38,7928847.65,89338546.81,97334249.14,34654776.28,295682.9,4992896.98,85964162.84,4453799.93
160.0793131_272.882,97636.213,82153.9553,2437264.788,361753.4826,948798.272,1799465.91,1319655.36,3887798.9,136299.24,1657129.753
160.0963892_42.5842,59398.4537,614169.348,1414138.63,267438.36,1544657.157,966516.6854,124293.8646,649488.2531,89144.3951,63936.136
160.0951639_133.399,3252992.856,311463.749,2994561.871,2683969.945,1939922.53,139846.3,4127756.916,1781378.44,2413769.4,2139565.1
160.1327609_246.148,937237.77,7152823.1,331175486,16345521.6,1673742.6,249161847.9,6795732.993,39576123.35,57698493.94,11214117.3
160.132744_122.3825,936522.699,986552.225,8116273.2,11935.46,1328887.11,8474925.343,8992875.7,84189.665,9355882.14,13151558.46
160.1327631_218.761,82661.843,7937836.311,14392.21,8214612.114,1463357.92,121189.93,8167277.164,7813241.519,1228349.18,741744.428
160.1327626_45.09055,67382.3141,632787.8852,944397.5613,163799.227,1521347.39,95265.8139,39531.617,853854.1386,164436.49,983789.9382
160.1521182_34.5476,15764.1241,93724.83617,27518.9473,782113.7832,128442.682,2724.35,25135.5963,963736.679,959394.8166,844219.4728
160.5260121_344.318,155568.968,3274345.398,9845519.866,713723.668,65394.283,636175.425,155811.929,56493.19,7411644.691,56999.428
160.9639567_100.717,2736349.362,2667288.652,228447.65,4785784.231,387984.351,2565129.522,2284599.437,348168.86,3722897.613,4386223.98
160.9831832_307.713,788644.575,7316343.81,511571.248,93598.382,996459.587,564357.635,779769.76,8621343.33,826751.424,929674.719
161.0785696_125.479,2195214.935,684473.274,3469584.33,9362626.368,5948936.263,4143219.453,298941.496,46248.12,8919965.41,3462136.63
161.0916234_256.811,4611726.683,241568.745,137543.886,1725521.94,141991.23,5811789.227,42989.4398,115787.677,133594.393,853991.5736
161.1280058_322.451,58928.489,1256763.936,816488.237,185916.239,1131223.239,864722.63,522717.567,3257598.562,448795.777,132722.75
161.1320272_36.0685,61683.82,59582.361,59744.917,2757821.63,1857976.227,629635.12,54374.7792,1549851.241,1323284.522,2377921.478
161.1357215_135.297,777272.145,199623.138,839578.5114,1275955.45,15898.139,949222.595,1197429.929,234762.3479,122272.748,1241439.724
161.1361101_250.677,937854.349,1565885.8,2269815.37,1289489.69,13477385.44,13425644.3,1916611.181,3267784.552,4864.118,896569.375
161.5362804_111.507,25273.77,1239897.559,1195874.863,1556769.232,2573629.57,152784.837,122817.24,2367212.943,2762296.328,28151.688
161.5451039_347.79,391746.854,1141479.52,343829.351,133244.157,14537.677,284998.389,11541.772,1989323.654,1643226.852,173814.283
161.9947597_116.1965,7263544.51,4443338.17,299383.452,5756158.876,614755.97,4663113.67,588865.391,4413.79,5565341.412,5647762.226
161.9947449_26.22795,2221543.74,1982737.114,2599618.85,5125953.71,633216.372,1489862.782,2119928.722,3592799.16,3365778.76,3918315.649
161.9947499_45.2871,2188521.43,3517324.589,631743.21,672125.88,5917681.179,6544736.116,3321538.817,11942.52,1496991.39,685977.556
161.9947613_1.95885,13975.922,173.974,182252.151,382235.62,38822.78,2662261.596,186529.317,3545412.95,5756126.572,2993957.853
162.0347494_111.5185,2127116.48,249194.86,16451359.65,1983119.78,3169425.57,26932586.4,1333232.56,393366.96,4625848.95,251297.75
162.034731_93.9125,1481341.59,145447.894,1674689.112,1716617.77,226931.867,286594.637,1165223.796,2124496.37,286576.156,2175.89
162.0496368_222.621,65158.5915,1135426.159,955.886919,88695.88732,115576.199,444218.748,94883.31486,171629.49,4365637.994,7982.92368
162.0756102_220.8035,2831494.647,6543954.71,18244169.72,8295894.553,6815.193,7194875.363,893548.6779,212296.27,3175559.436,2248744.852
162.07514_51.18225,179558.3883,171281.3516,1638.377,65714.1467,69376.854,754685.3417,44191.1811,788849.194,1153546.247,783212.6377
162.1119725_253.3755,71445519,47649558.4,2542279232,6352118.2,1228255598,1752289557,9259178.46,193494157.1,19439178,4484575.6
162.1119966_291.286,54551.559,448718.11,1354293.15,6871972.499,2294214.29,14464313.82,23938.8,927274.482,4367385.671,4548687.661
162.1119708_126.891,5938419.556,999421.329,1168416.5,14418885.21,2264321.26,838625.477,76613.545,17956855.7,19191219.78,1586759.23
162.9932075_44.811,268946.37,445686.9637,9995.337,446814.5812,8433.7481,96525.154,364.3127,774574.7122,11916.323,596396.6833
163.0349637_111.317,3717.816,255752.271,2832814.76,3424536.513,4563384.41,432521.792,164212.667,477328.268,6791179.655,368465.71
163.0612264_165.428,93751.2415,649169.4236,1439355.272,1388925.293,87523.978,178491.124,798987.9836,845195.891,92979.358,1582862.898
163.0748796_134.674,2447578.777,213856.9,2179833.989,2665595.957,2557617.563,2433268.527,326463.427,779265.8993,31472.421,3183289.45
163.0834306_325.8505,158615.896,1412817.9,1417759.8,274369.5,198665.55,115899.5,429618.911,2693.259,435577.71,118984.736
163.1072419_325.597,133489.735,136646.776,919748.785,16795.375,197227.764,997159.994,2262.971,2425454.167,326686.295,67565.6984
163.1091551_252.783,242651.25,24237112.1,3292167.829,38673.444,272929.23,3733313.541,6487775.584,1375578.44,1296827.59,22461825.83
163.1152465_133.904,1613915.938,939461.5917,971962.7484,1271817.753,843382.6591,9698.8579,16886.676,84154.9667,18395.8,1386433.283
163.1224967_220.106,6725.5598,599817.291,57225.4241,53383.4464,971812.882,39164.4732,276977.241,637355.527,979993.8794,376172.2955
163.1476625_35.52665,42428.251,454691.628,36881.937,2936.781,1183767.335,549969.6171,293274.864,189627.288,862436.19,79395.376
163.5851012_325.4845,11424.4845,96987.79754,15467.625,22398.7366,14574.9133,19748.754,12675.6539,466727.933,56964.6527,85656.29595
163.9900704_34.1739,348568.6,24728724.83,41162856.98,4149362.91,47894617.17,44926.6,32821115.66,4458396.29,58553945,5628913.73
163.9900682_4.591425,25817427.85,234372.31,23566137.94,42342825.1,43941798.97,18347477.71,25934295.75,49376429.25,8392274.98,29788678.93
163.9900753_83.52135,14171134.14,11246687.89,213164.46,29812744.13,33899982.69,19629984.66,1832678.43,3859552.88,32681384.69,4114357.37
163.9900619_116.562,13913669.3,133167442,9753779.34,13479999,1179232.5,114413333.8,1294112.8,115782312.5,16497135,161964.8
163.9900556_259.373,8958454.561,2591642.81,6337.481,21595837.9,177722.71,1451161.49,32213114.32,1394881.36,7281913.51,1536827.94
163.9900675_278.6555,17479771.99,17281825.5,14545255.96,1663547.22,1826338.39,1524945.32,22591967.9,1764398.95,717545.974,195932.81
163.9900772_200.125,26163955.41,35599691.67,27317826.98,32313721.3,34965631.23,2282463.74,3363856.32,39775.8,9759787.886,24335773.51
163.9900768_153.696,58422158.85,6994867.86,18435128.67,62517536.43,51861.33,2319469.4,563729.82,286869.34,2352423.41,58974557.81
163.9900629_234.615,16365636.77,12391335.58,65772.739,8823266.383,643481.94,8189677.796,11337494.29,1918467.3,6225971.88,88965.194
163.990063_312.555,43553.698,141433.36,7472343.66,5531242.43,7124257.93,631696.77,962616.656,1513.85,8149843.643,7244867.183
163.9900887_181.7535,532152.37,1842672.6,143417581.5,14983888.55,13768136.84,65991987.17,15539282.1,14743144.5,132229.3,17168797.66
163.9900684_370.589,6481194.47,8219483.925,1872215.28,717957.492,9435591.8,9458836.764,13744123.99,9631494.44,8444164.98,1233259.8
164.0078203_292.521,57673.1753,127671.369,2753992.158,1777822.199,213891.678,42442.797,81617.5681,1563479.7,3588459.172,253686.221
164.0663881_308.2775,1587832.4,33941412.38,745385.84,33445285.43,3682682.53,16417384.6,15558551.29,32259211.81,5346778.55,22929287.26
164.1163647_252.863,2335897.672,17262.892,3674681.234,529855.77,376725.715,267353.81,339638.7551,1394485.18,124127.48,1614759.745
164.9295509_160.59,,1493966.18,8374585.893,397464.988,15963456.59,2463822.42,3579.6647,2342619.92,24466945.26,4839.729
164.9296017_184.995,288186.852,737131.356,22518.14477,13178993.38,798323.558,152.6814,5267292.625,174174.46,12185768.2,583922.33
164.9931946_115.646,28584.43,37638.648,362734.325,2322.533,21978.316,312393.216,469856.482,332913.258,657874.1688,2135.26
164.9931611_45.3613,62497.5268,7415.211,3654236.152,59563.7736,2622589.76,4131816.335,67988.1493,89577.845,2569465.297,28452.21
164.993378_26.5872,639919.6441,743786.8632,1124889.385,427896.329,3343975.3,943711.9119,135545.727,359637.25,3682.657,3322653.539
165.0542009_206.809,56588595.77,59421733.94,61386992.68,54864241.79,5982321.43,75334665.93,46776856.46,6717876.86,931443.68,74961336.27
165.0673621_308.5575,122359.841,256189.82,4958618.862,39494.31,3556731.964,5131732.922,1436526.886,3123994.943,4365677.238,2138129.7
165.0905847_115.917,29842.119,213298.234,3974841.174,1796631.798,378844.784,3312798.991,2779474.424,4448273.229,3396536.885,4138923.757
165.0905913_131.72,4197566.114,1499513.41,1337584.16,4499378.54,34835.538,27399.11,1429392.322,32511.23,2518988.8,453621.779
165.1269839_39.2628,65558.5137,92832.6883,11556.268,1585523.788,19755.544,525826.9451,1211611.23,1915513.125,478531.461,1783335.228
165.1270113_136.311,447579.334,131175.514,21152323.64,158276.639,149277.237,1889941.145,1531749.13,17861.49,299239.54,184964.323
165.5231651_343.4635,64558.3314,1218729.57,396336.397,1138.96,8795.593,1165317.26,2669.1449,881832.5366,5974.635,75351.583
165.9662818_232.351,14563.25,981697.9338,535512.981,92799.642,135958.546,7427779.366,26856.586,1685994.18,124744.696,125598.319
